<font size="7">打扫</font>	<b><font size="5">dǎsǎo</font></b><br>to clean<br>to sweep	textbook,lesson_14
<font size="7">干净</font>	<b><font size="5">gānjìng</font></b><br>clean<br>neat	textbook,lesson_14
<font size="7">然后</font>	<b><font size="5">ránhòu</font></b><br>after<br>then (afterwards)<br>after that<br>afterwards	textbook,lesson_14
<font size="7">冰箱</font>	<b><font size="5">bīngxiāng</font></b><br>icebox<br>freezer cabinet<br>refrigerator<br>CL:臺|台[tai2],個|个[ge4]	textbook,lesson_14
<font size="7">洗澡</font>	<b><font size="5">xǐzǎo</font></b><br>to bathe<br>to take a shower	textbook,lesson_14
<font size="7">节目</font>	<b><font size="5">jiémù</font></b><br>program<br>item (on a program)<br>CL:臺|台[tai2],個|个[ge4],套[tao4]	textbook,lesson_14
<font size="7">月亮</font>	<b><font size="5">yuèliàng</font></b><br>the moon	textbook,lesson_14
<font size="7">像</font>	<b><font size="5">xiàng</font></b><br>to resemble<br>to be like<br>to look as if<br>such as<br>appearance<br>image<br>portrait<br>image under a mapping (math.)	textbook,lesson_14
<font size="7">盘子</font>	<b><font size="5">pánzǐ</font></b><br>tray<br>plate<br>dish<br>CL:個|个[ge4]	textbook,lesson_14
<font size="7">刮风</font>	<b><font size="5">guāfēng</font></b><br>to be windy	textbook,lesson_14
<font size="7">叔叔</font>	<b><font size="5">shūshū</font></b><br>father's younger brother<br>uncle<br>Taiwan pr. [shu2 shu5]<br>CL:個|个[ge4]	textbook,lesson_14
<font size="7">阿姨</font>	<b><font size="5">āyí</font></b><br>maternal aunt<br>step-mother<br>childcare worker<br>nursemaid<br>woman of similar age to one's parents (term of address used by child)<br>CL:個|个[ge4]	textbook,lesson_14
<font size="7">故事</font>	<b><font size="5">gùshì</font></b><br>narrative<br>story<br>tale	textbook,lesson_14
<font size="7">声音</font>	<b><font size="5">shēngyīn</font></b><br>voice<br>sound<br>CL:個|个[ge4]	textbook,lesson_14
<font size="7">菜单</font>	<b><font size="5">càidān</font></b><br>menu<br>CL:份[fen4],張|张[zhang1]	textbook,lesson_14
<font size="7">简单</font>	<b><font size="5">jiǎndān</font></b><br>simple<br>not complicated	textbook,lesson_14
<font size="7">香蕉</font>	<b><font size="5">xiāngjiāo</font></b><br>banana<br>CL:枝[zhi1],根[gen1],個|个[ge4],把[ba3]	textbook,lesson_14
<font size="7">留学</font>	<b><font size="5">líuxué</font></b><br>to study abroad	textbook,lesson_15
<font size="7">水平</font>	<b><font size="5">shǔipíng</font></b><br>level (of achievement etc)<br>standard<br>horizontal	textbook,lesson_15
<font size="7">提高</font>	<b><font size="5">tígāo</font></b><br>to raise<br>to increase<br>to improve	textbook,lesson_15
<font size="7">练习</font>	<b><font size="5">liànxí</font></b><br>to practice<br>exercise<br>drill<br>practice<br>CL:個|个[ge4]	textbook,lesson_15
<font size="7">完成</font>	<b><font size="5">wánchéng</font></b><br>to complete<br>to accomplish	textbook,lesson_15
<font size="7">句子</font>	<b><font size="5">jùzǐ</font></b><br>sentence<br>CL:個|个[ge4]	textbook,lesson_15
<font size="7">其他</font>	<b><font size="5">qítā</font></b><br>other<br>(sth or sb) else<br>the rest	textbook,lesson_15
<font size="7">发</font>	<b><font size="5">fā</font></b><br>hair<br>Taiwan pr. [fa3]	textbook,lesson_15
<font size="7">要求</font>	<b><font size="5">yàoqíu</font></b><br>to request<br>to require<br>to stake a claim<br>to ask<br>to demand<br>CL:點|点[dian3]	textbook,lesson_15
<font size="7">注意</font>	<b><font size="5">zhùyì</font></b><br>to take note of<br>to pay attention to	textbook,lesson_15
<font size="7">上网</font>	<b><font size="5">shàngwǎng</font></b><br>to go online<br>to connect to the Internet<br>(of a document etc) to be uploaded to the Internet<br>(tennis, volleyball etc) to move in close to the net	textbook,lesson_15
<font size="7">除了</font>	<b><font size="5">chúle</font></b><br>besides<br>apart from (... also...)<br>in addition to<br>except (for)	textbook,lesson_15
<font size="7">新闻</font>	<b><font size="5">xīnwén</font></b><br>news<br>CL:條|条[tiao2],個|个[ge4]	textbook,lesson_15
<font size="7">花</font>	<b><font size="5">huā</font></b><br>variant of 花[hua1]<br>flower<br>blossom<br>also pr. [wei3]	textbook,lesson_15
<font size="7">极</font>	<b><font size="5">jí</font></b><br>extremely<br>pole (geography, physics)<br>utmost<br>top	textbook,lesson_15
<font size="7">节日</font>	<b><font size="5">jiérì</font></b><br>holiday<br>festival<br>CL:個|个[ge4]	textbook,lesson_15
<font size="7">举行</font>	<b><font size="5">jǔxíng</font></b><br>to hold (a meeting, ceremony etc)	textbook,lesson_15
<font size="7">世界</font>	<b><font size="5">shìjiè</font></b><br>world<br>CL:個|个[ge4]	textbook,lesson_15
<font size="7">街道</font>	<b><font size="5">jiēdào</font></b><br>street<br>CL:條|条[tiao2]<br>subdistrict<br>residential district	textbook,lesson_15
<font size="7">各</font>	<b><font size="5">gè</font></b><br>each<br>every	textbook,lesson_15
<font size="7">文化</font>	<b><font size="5">wénhuà</font></b><br>culture<br>civilization<br>cultural<br>CL:個|个[ge4],種|种[zhong3]	textbook,lesson_15
<font size="7">城市</font>	<b><font size="5">chéngshì</font></b><br>city<br>town<br>CL:座[zuo4]	textbook,lesson_16
<font size="7">如果</font>	<b><font size="5">rúguǒ</font></b><br>if<br>in case<br>in the event that	textbook,lesson_16
<font size="7">认为</font>	<b><font size="5">rènwèi</font></b><br>to believe<br>to think<br>to consider<br>to feel	textbook,lesson_16
<font size="7">皮鞋</font>	<b><font size="5">píxié</font></b><br>leather shoes	textbook,lesson_16
<font size="7">帽子</font>	<b><font size="5">màozǐ</font></b><br>hat<br>cap<br>(fig.) label<br>bad name<br>CL:頂|顶[ding3]	textbook,lesson_16
<font size="7">长</font>	<b><font size="5">cháng</font></b><br>chief<br>head<br>elder<br>to grow<br>to develop<br>to increase<br>to enhance	textbook,lesson_16
<font size="7">可爱</font>	<b><font size="5">kěài</font></b><br>adorable<br>cute<br>lovely	textbook,lesson_16
<font size="7">米</font>	<b><font size="5">mǐ</font></b><br>rice<br>CL:粒[li4]<br>meter (classifier)	textbook,lesson_16
<font size="7">公斤</font>	<b><font size="5">gōngjīn</font></b><br>kilogram (kg)	textbook,lesson_16
<font size="7">鼻子</font>	<b><font size="5">bízǐ</font></b><br>nose<br>CL:個|个[ge4],隻|只[zhi1]	textbook,lesson_16
<font size="7">头发</font>	<b><font size="5">tóufā</font></b><br>hair (on the head)	textbook,lesson_16
<font size="7">检查</font>	<b><font size="5">jiǎnchá</font></b><br>inspection<br>to examine<br>to inspect<br>CL:次[ci4]	textbook,lesson_16
<font size="7">刷牙</font>	<b><font size="5">shuāyá</font></b><br>to brush one's teeth	textbook,lesson_16
<font size="7">关系</font>	<b><font size="5">guānxì</font></b><br>variant of 關係|关系[guan1 xi5]	textbook,lesson_16
<font size="7">别人</font>	<b><font size="5">biérén</font></b><br>other people<br>others<br>other person	textbook,lesson_16
<font size="7">词语</font>	<b><font size="5">cíyǔ</font></b><br>word (general term including monosyllables through to short phrases)<br>term (e.g. technical term)<br>expression	textbook,lesson_16
<font size="7">请假</font>	<b><font size="5">qǐngjiǎ</font></b><br>to request leave of absence	textbook,lesson_17
<font size="7">一共</font>	<b><font size="5">yīgòng</font></b><br>altogether	textbook,lesson_17
<font size="7">邻居</font>	<b><font size="5">línjū</font></b><br>neighbor<br>next door<br>CL:個|个[ge4]	textbook,lesson_17
<font size="7">后来</font>	<b><font size="5">hòulái</font></b><br>afterwards<br>later	textbook,lesson_17
<font size="7">爱好</font>	<b><font size="5">àihǎo</font></b><br>to like<br>to take pleasure in<br>keen on<br>fond of<br>interest<br>hobby<br>appetite for<br>CL:個|个[ge4]	textbook,lesson_17
<font size="7">办法</font>	<b><font size="5">bànfǎ</font></b><br>means<br>method<br>way (of doing sth)<br>CL:條|条[tiao2],個|个[ge4]	textbook,lesson_17
<font size="7">饱</font>	<b><font size="5">bǎo</font></b><br>to eat till full<br>satisfied	textbook,lesson_17
<font size="7">为了</font>	<b><font size="5">wèile</font></b><br>in order to<br>for the purpose of<br>so as to	textbook,lesson_17
<font size="7">决定</font>	<b><font size="5">juédìng</font></b><br>to decide (to do something)<br>to resolve<br>decision<br>CL:個|个[ge4],項|项[xiang4]<br>certainly	textbook,lesson_17
<font size="7">选择</font>	<b><font size="5">xuǎnzé</font></b><br>to select<br>to pick<br>choice<br>option<br>alternative	textbook,lesson_17
<font size="7">冬</font>	<b><font size="5">dōng</font></b><br>(onom.) beating a drum<br>rat-a-tat	textbook,lesson_17
<font size="7">必须</font>	<b><font size="5">bìxū</font></b><br>to have to<br>must<br>compulsory<br>necessarily	textbook,lesson_17
<font size="7">根据</font>	<b><font size="5">gēnjù</font></b><br>according to<br>based on<br>basis<br>foundation<br>CL:個|个[ge4]	textbook,lesson_17
<font size="7">情况</font>	<b><font size="5">qíngkuàng</font></b><br>circumstances<br>state of affairs<br>situation<br>CL:個|个[ge4],種|种[zhong3]	textbook,lesson_17
<font size="7">口</font>	<b><font size="5">kǒu</font></b><br>mouth<br>classifier for things with mouths (people, domestic animals, cannons, wells etc)<br>classifier for bites or mouthfuls	textbook,lesson_17
<font size="7">渴</font>	<b><font size="5">kě</font></b><br>thirsty	textbook,lesson_17
<font size="7">向</font>	<b><font size="5">xiàng</font></b><br>variant of 向[xiang4]<br>direction<br>orientation<br>to face<br>to turn toward<br>to<br>towards<br>shortly before<br>formerly	textbook,lesson_18
<font size="7">万</font>	<b><font size="5">wàn</font></b><br>ten thousand<br>a great number	textbook,lesson_18
<font size="7">只</font>	<b><font size="5">zhǐ</font></b><br>classifier for birds and certain animals, one of a pair, some utensils, vessels etc	textbook,lesson_18
<font size="7">嘴</font>	<b><font size="5">zǔi</font></b><br>mouth<br>beak<br>nozzle<br>spout (of teapot etc)<br>CL:張|张[zhang1],個|个[ge4]	textbook,lesson_18
<font size="7">动物</font>	<b><font size="5">dòngwù</font></b><br>animal<br>CL:隻|只[zhi1],群[qun2],個|个[ge4]	textbook,lesson_18
<font size="7">段</font>	<b><font size="5">duàn</font></b><br>paragraph<br>section<br>segment<br>stage (of a process)<br>classifier for stories, periods of time, lengths of thread etc	textbook,lesson_18
<font size="7">不但</font>	<b><font size="5">bùdàn</font></b><br>not only (... but also...)	textbook,lesson_18
<font size="7">有名</font>	<b><font size="5">yǒumíng</font></b><br>famous<br>well-known	textbook,lesson_18
<font size="7">同意</font>	<b><font size="5">tóngyì</font></b><br>to agree<br>to consent<br>to approve	textbook,lesson_18
<font size="7">相信</font>	<b><font size="5">xiāngxìn</font></b><br>to be convinced (that sth is true)<br>to believe<br>to accept sth as true	textbook,lesson_18
<font size="7">关于</font>	<b><font size="5">guānyú</font></b><br>pertaining to<br>concerning<br>with regard to<br>about<br>a matter of	textbook,lesson_18
<font size="7">机会</font>	<b><font size="5">jīhùi</font></b><br>opportunity<br>chance<br>occasion<br>CL:個|个[ge4]	textbook,lesson_18
<font size="7">国家</font>	<b><font size="5">guójiā</font></b><br>country<br>nation<br>state<br>CL:個|个[ge4]	textbook,lesson_18
<font size="7">种</font>	<b><font size="5">zhǒng</font></b><br>to plant<br>to grow<br>to cultivate	textbook,lesson_18
<font size="7">特点</font>	<b><font size="5">tèdiǎn</font></b><br>characteristic (feature)<br>trait<br>feature<br>CL:個|个[ge4]	textbook,lesson_18
<font size="7">奇怪</font>	<b><font size="5">qíguài</font></b><br>strange<br>odd<br>to marvel<br>to be baffled	textbook,lesson_18
<font size="7">地</font>	<b><font size="5">dì</font></b><br>earth<br>ground<br>field<br>place<br>land<br>CL:片[pian4]	textbook,lesson_18
<font size="7">耳朵</font>	<b><font size="5">ěrduǒ</font></b><br>ear<br>CL:隻|只[zhi1],個|个[ge4],對|对[dui4]<br>handle (on a cup)	textbook,lesson_19
<font size="7">脸</font>	<b><font size="5">liǎn</font></b><br>face<br>CL:張|张[zhang1],個|个[ge4]	textbook,lesson_19
<font size="7">短</font>	<b><font size="5">duǎn</font></b><br>short<br>brief<br>to lack<br>weak point<br>fault	textbook,lesson_19
<font size="7">吗</font>	<b><font size="5">ma</font></b><br>(question particle for "yes-no" questions)	textbook,lesson_19
<font size="7">长</font>	<b><font size="5">cháng</font></b><br>chief<br>head<br>elder<br>to grow<br>to develop<br>to increase<br>to enhance	textbook,lesson_19
<font size="7">为</font>	<b><font size="5">wèi</font></b><br>variant of 為|为[wei4], because of<br>for<br>to	textbook,lesson_19
<font size="7">蓝</font>	<b><font size="5">lán</font></b><br>blue<br>indigo plant	textbook,lesson_19
<font size="7">求</font>	<b><font size="5">qíu</font></b><br>to seek<br>to look for<br>to request<br>to demand<br>to beseech	textbook,lesson_19
<font size="7">过</font>	<b><font size="5">guò</font></b><br>(experienced action marker)	textbook,lesson_19
<font size="7">鸟</font>	<b><font size="5">niǎo</font></b><br>bird<br>CL:隻|只[zhi1],群[qun2]<br>(dialect) to pay attention to<br>(intensifier) damned<br>goddam	textbook,lesson_19
<font size="7">哭</font>	<b><font size="5">kū</font></b><br>to cry<br>to weep	textbook,lesson_19
<font size="7">船</font>	<b><font size="5">chuán</font></b><br>boat<br>vessel<br>ship<br>CL:條|条[tiao2],艘[sou1],隻|只[zhi1]	textbook,lesson_19
<font size="7">经过</font>	<b><font size="5">jīngguò</font></b><br>to pass<br>to go through<br>process<br>course<br>CL:個|个[ge4]	textbook,lesson_19
<font size="7">照相机</font>	<b><font size="5">zhàoxiāngjī</font></b><br>camera<br>CL:個|个[ge4],架[jia4],部[bu4],台[tai2],隻|只[zhi1]	textbook,lesson_20
<font size="7">被</font>	<b><font size="5">bèi</font></b><br>quilt<br>by<br>(indicates passive-voice clauses)<br>(literary) to cover<br>to meet with	textbook,lesson_20
<font size="7">难过</font>	<b><font size="5">nánguò</font></b><br>to feel sad<br>to feel unwell<br>(of life) to be difficult	textbook,lesson_20
<font size="7">东</font>	<b><font size="5">dōng</font></b><br>east<br>host (i.e. sitting on east side of guest)<br>landlord	textbook,lesson_20
<font size="7">信用卡</font>	<b><font size="5">xìnyòngqiǎ</font></b><br>credit card	textbook,lesson_20
<font size="7">关心</font>	<b><font size="5">guānxīn</font></b><br>to be concerned about<br>to care about	textbook,lesson_20
<font size="7">只有</font>	<b><font size="5">zhǐyǒu</font></b><br>only	textbook,lesson_20
<font size="7">成绩</font>	<b><font size="5">chéngjī</font></b><br>achievement<br>performance records<br>grades<br>CL:項|项[xiang4],個|个[ge4]	textbook,lesson_20
<font size="7">碗</font>	<b><font size="5">wǎn</font></b><br>bowl<br>cup<br>CL:隻|只[zhi1],個|个[ge4]	textbook,lesson_20
<font size="7">分</font>	<b><font size="5">fēn</font></b><br>part<br>share<br>ingredient<br>component	textbook,lesson_20
<font size="7">解决</font>	<b><font size="5">jiějué</font></b><br>to settle (a dispute)<br>to resolve<br>to solve<br>to dispose of<br>to dispatch	textbook,lesson_20
<font size="7">试</font>	<b><font size="5">shì</font></b><br>to test<br>to try<br>experiment<br>examination<br>test	textbook,lesson_20
<font size="7">真正</font>	<b><font size="5">zhēnzhèng</font></b><br>genuine<br>real<br>true<br>genuinely	textbook,lesson_20
<font size="7">多么</font>	<b><font size="5">duōyāo</font></b><br>how (wonderful etc)<br>what (a great idea etc)<br>however (difficult it may be etc)<br>(in interrogative sentences) how (much etc)<br>to what extent	textbook,lesson_20
